LmjF.01	10000
LmjF.01	20001
LmjF.01	30001
LmjF.01	40013
LmjF.01	50013
LmjF.01	60013
LmjF.01	70013
LmjF.01	80013
LmjF.01	90012
LmjF.01	100011
LmjF.01	109995
LmjF.01	119996
LmjF.01	129996
LmjF.01	139996
LmjF.01	149994
LmjF.01	159985
LmjF.01	169985
LmjF.01	179985
LmjF.01	189985
LmjF.01	199985
LmjF.01	209984
LmjF.01	219984
LmjF.01	229996
LmjF.01	239988
LmjF.01	249988
LmjF.01	259988
LmjF.01	268976
LmjF.02	10001
LmjF.02	20001
LmjF.02	29986
LmjF.02	39986
LmjF.02	49986
LmjF.02	59986
LmjF.02	69986
LmjF.02	79986
LmjF.02	89986
LmjF.02	99986
LmjF.02	109986
LmjF.02	119986
LmjF.02	129986
LmjF.02	139987
LmjF.02	149986
LmjF.02	159986
LmjF.02	169986
LmjF.02	179986
LmjF.02	189986
LmjF.02	199985
LmjF.02	209985
LmjF.02	219985
LmjF.02	229985
LmjF.02	239985
LmjF.02	249985
LmjF.02	260000
LmjF.02	270000
LmjF.02	280000
LmjF.02	290000
LmjF.02	300000
LmjF.02	310000
LmjF.02	320000
LmjF.02	330000
LmjF.02	339996
LmjF.02	349996
LmjF.02	355708
